"visitnumber","visitid","visitstarttime","date","fullvisitorid","channelgrouping","socialengagementtype","pageviews","unit_price"
1,1494960514,1494960514,"2017-05-16",9.879515047709778E+18,"Organic Search","Not Socially Engaged",1,0
1,1494871701,1494871701,"2017-05-15",5.136796879519661E+18,"Organic Search","Not Socially Engaged",1,0
1,1494950335,1494950335,"2017-05-16",9.664114519639552E+18,"Organic Search","Not Socially Engaged",1,0
1,1494973538,1494973538,"2017-05-16",5.545969813751625E+18,"Organic Search","Not Socially Engaged",1,0
1,1494961092,1494961092,"2017-05-16",6.107187266331018E+18,"Organic Search","Not Socially Engaged",1,0
1,1494998904,1494998904,"2017-05-16",6.580707831550987E+18,"Direct","Not Socially Engaged",1,0
2,1494962585,1494962585,"2017-05-16",4.72249244221062E+18,"Organic Search","Not Socially Engaged",1,0
1,1494882382,1494882382,"2017-05-15",3.6553145906951654E+18,"Direct","Not Socially Engaged",1,0
1,1494872268,1494872268,"2017-05-15",2.551301262719794E+17,"Organic Search","Not Socially Engaged",1,0
5,1494871677,1494871677,"2017-05-15",4.667941390168274E+18,"Organic Search","Not Socially Engaged",1,0
1,1495036842,1495036842,"2017-05-17",5.988387043062712E+18,"Organic Search","Not Socially Engaged",1,0
2,1495043723,1495043723,"2017-05-17",4.281340137681419E+18,"Organic Search","Not Socially Engaged",1,0
2,1495040066,1495040066,"2017-05-17",7.266189302210277E+18,"Organic Search","Not Socially Engaged",1,0
1,1495027874,1495027874,"2017-05-17",9.899472287053859E+18,"Organic Search","Not Socially Engaged",1,0
1,1495013091,1495013091,"2017-05-17",8.071783157270659E+17,"Organic Search","Not Socially Engaged",1,0
1,1493946756,1493946756,"2017-05-04",7.504708816514769E+18,"Referral","Not Socially Engaged",1,0
5,1495230490,1495230490,"2017-05-19",8.177398751080479E+18,"Direct","Not Socially Engaged",1,0
63,1500063284,1500063284,"2017-07-14",4.731929753431037E+18,"Paid Search","Not Socially Engaged",1,0
1,1498047166,1498047166,"2017-06-21",7.116986755139662E+18,"Organic Search","Not Socially Engaged",1,0
2,1497320216,1497320216,"2017-06-12",8.379218064491048E+18,"Organic Search","Not Socially Engaged",1,0
1,1500269019,1500269019,"2017-07-16",1.0830360897904296E+18,"Affiliates","Not Socially Engaged",2,0
1,1500581908,1500581908,"2017-07-20",4.708392540092117E+18,"Organic Search","Not Socially Engaged",2,0
1,1494891384,1494891384,"2017-05-15",4.106456000537555E+18,"Organic Search","Not Socially Engaged",2,0
1,1501594122,1501594122,"2017-08-01",2.799220596628024E+18,"Organic Search","Not Socially Engaged",2,0
1,1495023713,1495023713,"2017-05-17",6.674260368216689E+18,"Direct","Not Socially Engaged",2,0
1,1500074513,1500074513,"2017-07-14",2.2546909091527117E+18,"Direct","Not Socially Engaged",2,0
2,1500673831,1500673831,"2017-07-21",1.313741221795048E+18,"Organic Search","Not Socially Engaged",1,1500000
1,1497283041,1497283041,"2017-06-12",2.1949591755743427E+18,"Organic Search","Not Socially Engaged",3,0
1,1496152604,1496152604,"2017-05-30",2.6113114858908897E+18,"Organic Search","Not Socially Engaged",3,0
1,1496170442,1496170442,"2017-05-30",3.362828719758804E+18,"Organic Search","Not Socially Engaged",3,0
1,1500417289,1500417289,"2017-07-18",5.996367026987166E+18,"Direct","Not Socially Engaged",3,0
1,1497508184,1497508184,"2017-06-14",4.486242882406437E+18,"Organic Search","Not Socially Engaged",5,0
1,1498436021,1498436021,"2017-06-25",2.7824911789506816E+18,"Paid Search","Not Socially Engaged",4,13290000
1,1495298521,1495298521,"2017-05-20",1.4035009527360579E+18,"Direct","Not Socially Engaged",5,6990000
76,1495360689,1495360689,"2017-05-21",3.148617623907142E+18,"Social","Not Socially Engaged",1,0
1,1497458489,1497458489,"2017-06-14",6.536067502977488E+18,"Social","Not Socially Engaged",1,0
2,1497461341,1497461341,"2017-06-14",6.512434266464586E+18,"Social","Not Socially Engaged",1,0
1,1497485696,1497485696,"2017-06-14",4.801902209431925E+18,"Social","Not Socially Engaged",1,0
2,1501101645,1501101645,"2017-07-26",9.742709737856029E+18,"Social","Not Socially Engaged",1,0
1,1500108995,1500108995,"2017-07-15",9.363542821521599E+17,"Social","Not Socially Engaged",3,0
1,1499266499,1499266499,"2017-07-05",4.59619622325057E+18,"Social","Not Socially Engaged",3,0
3,1496103775,1496103775,"2017-05-29",7.263830710060431E+17,"Organic Search","Not Socially Engaged",1,0
1,1495923813,1495923813,"2017-05-27",4.4768939214680745E+18,"Organic Search","Not Socially Engaged",1,0
1,1499635650,1499635650,"2017-07-09",5.030299769266388E+18,"Organic Search","Not Socially Engaged",1,0
1,1500322647,1500322647,"2017-07-17",1.4026401717128594E+18,"Direct","Not Socially Engaged",1,0
1,1501082921,1501082921,"2017-07-26",8.816022957539479E+18,"Organic Search","Not Socially Engaged",1,0
2,1494298707,1494298707,"2017-05-08",9.894128684452543E+17,"Organic Search","Not Socially Engaged",1,0
1,1500244797,1500244797,"2017-07-16",4.326389692080813E+18,"Organic Search","Not Socially Engaged",1,0
1,1500146359,1500146359,"2017-07-15",3.3255664413580257E+18,"Organic Search","Not Socially Engaged",1,0
1,1497944310,1497944310,"2017-06-20",4.4613835138082657E+18,"Organic Search","Not Socially Engaged",1,0
1,1499244719,1499244719,"2017-07-05",9.840276791351941E+18,"Organic Search","Not Socially Engaged",1,0
1,1498182801,1498182801,"2017-06-22",3.1083922859224207E+18,"Organic Search","Not Socially Engaged",1,0
1,1499946448,1499946448,"2017-07-13",9.572725059956992E+18,"Organic Search","Not Socially Engaged",1,0
4,1494885282,1494885282,"2017-05-15",1.2592077145330788E+18,"Organic Search","Not Socially Engaged",1,0
1,1497624630,1497624630,"2017-06-16",3.6713269025687025E+18,"Direct","Not Socially Engaged",1,0
1,1498260458,1498260458,"2017-06-23",7.243726639419763E+18,"Organic Search","Not Socially Engaged",1,0
1,1496708663,1496708663,"2017-06-05",7.174801397222487E+18,"Direct","Not Socially Engaged",1,0
2,1500918436,1500918436,"2017-07-24",7.896779268978749E+18,"Organic Search","Not Socially Engaged",1,0
6,1495124346,1495124346,"2017-05-18",8.760121847885772E+18,"Organic Search","Not Socially Engaged",1,0
1,1498323864,1498323864,"2017-06-24",5.534447322494441E+18,"Direct","Not Socially Engaged",1,0
1,1500914147,1500914147,"2017-07-24",7.144883697311821E+18,"Organic Search","Not Socially Engaged",1,0
2,1495916028,1495916028,"2017-05-27",8.161866133861169E+18,"Organic Search","Not Socially Engaged",1,0
2,1499985694,1499985694,"2017-07-13",3.1105252321447834E+18,"Organic Search","Not Socially Engaged",1,0
1,1494879651,1494879651,"2017-05-15",3.646219882686399E+18,"Organic Search","Not Socially Engaged",1,0
1,1494921500,1494921500,"2017-05-16",1.312509607037914E+18,"Organic Search","Not Socially Engaged",1,0
2,1494964114,1494964114,"2017-05-16",2.1404618553340334E+18,"Organic Search","Not Socially Engaged",1,0
1,1494880824,1494880824,"2017-05-15",1.8304339683677718E+17,"Direct","Not Socially Engaged",1,0
1,1494897976,1494897976,"2017-05-15",4.872738865385922E+18,"Organic Search","Not Socially Engaged",1,0
1,1494944458,1494944458,"2017-05-16",3.3233199618465274E+17,"Organic Search","Not Socially Engaged",1,0
1,1494991300,1494991300,"2017-05-16",5.797085826395005E+18,"Direct","Not Socially Engaged",1,0
1,1494897861,1494897861,"2017-05-15",2.41865241153044E+16,"Organic Search","Not Socially Engaged",1,0
1,1494965886,1494965886,"2017-05-16",1.1476921150015347E+18,"Organic Search","Not Socially Engaged",1,0
1,1494950174,1494950174,"2017-05-16",9.749221338500848E+18,"Organic Search","Not Socially Engaged",1,0
1,1494967558,1494967558,"2017-05-16",4.674302306371465E+18,"Organic Search","Not Socially Engaged",1,0
1,1495019987,1495019987,"2017-05-17",4.971515114020179E+17,"Organic Search","Not Socially Engaged",1,0
1,1495041747,1495041747,"2017-05-17",8.396269178098235E+18,"Organic Search","Not Socially Engaged",1,0
3,1495045375,1495045375,"2017-05-17",9.24524029010852E+18,"Organic Search","Not Socially Engaged",1,0
1,1495029768,1495029768,"2017-05-17",5.718610998855645E+18,"Organic Search","Not Socially Engaged",1,0
5,1501496196,1501496196,"2017-07-31",7.291215874903882E+18,"Referral","Not Socially Engaged",1,0
1,1494986084,1494986084,"2017-05-16",5.4620914008190797E+17,"Organic Search","Not Socially Engaged",1,0
1,1501201538,1501201538,"2017-07-27",2.929567198334483E+18,"Direct","Not Socially Engaged",1,0
1,1501240954,1501240954,"2017-07-28",5.969253018098064E+18,"Direct","Not Socially Engaged",1,0
2,1497695955,1497695955,"2017-06-17",9.125735025082204E+17,"Organic Search","Not Socially Engaged",1,0
1,1497941729,1497941729,"2017-06-19",2.3548829347914237E+17,"Organic Search","Not Socially Engaged",1,0
1,1497925048,1497925048,"2017-06-19",8.83287853266796E+17,"Organic Search","Not Socially Engaged",1,0
3,1499728955,1499728955,"2017-07-10",8.379218064491048E+18,"Organic Search","Not Socially Engaged",1,0
3,1500193280,1500193280,"2017-07-16",5.125579608203176E+18,"Paid Search","Not Socially Engaged",2,0
1,1494969030,1494969030,"2017-05-16",7.323997544728604E+18,"Direct","Not Socially Engaged",2,0
1,1500256982,1500256982,"2017-07-16",8.972601890958462E+18,"Affiliates","Not Socially Engaged",2,0
1,1497913514,1497913514,"2017-06-19",4.887272216465318E+18,"Referral","Not Socially Engaged",2,0
1,1499281393,1499281393,"2017-07-05",4.763492870993831E+18,"Direct","Not Socially Engaged",2,0
4,1498742100,1498742100,"2017-06-29",4.491747761472872E+18,"Direct","Not Socially Engaged",1,24990000
4,1501378341,1501378341,"2017-07-29",4.842559257660735E+18,"Referral","Not Socially Engaged",1,24990000
4,1498254747,1498254747,"2017-06-23",8.879523120155031E+18,"Referral","Not Socially Engaged",2,13990000
1,1501574963,1501574963,"2017-08-01",7.890460410371317E+18,"Organic Search","Not Socially Engaged",4,0
1,1500617916,1500617916,"2017-07-20",3.3529797195253033E+18,"Organic Search","Not Socially Engaged",4,0
2,1493741335,1493741335,"2017-05-02",5.511676807707596E+18,"Paid Search","Not Socially Engaged",4,1500000
1,1500841683,1500841683,"2017-07-23",8.634645438780755E+18,"Direct","Not Socially Engaged",6,0
1,1499764448,1499764448,"2017-07-11",6.678407316543801E+18,"Affiliates","Not Socially Engaged",5,13290000
1,1497449018,1497449018,"2017-06-14",8.616360659186318E+18,"Direct","Not Socially Engaged",6,8990000
2,1495051413,1495051413,"2017-05-17",6.852030387447797E+18,"Referral","Not Socially Engaged",7,12310000
1,1495018668,1495018668,"2017-05-17",5.147636945498366E+17,"Direct","Not Socially Engaged",7,18990000
1,1495318585,1495318585,"2017-05-20",2.0946355585226048E+18,"Direct","Not Socially Engaged",8,6990000
1,1495508859,1495508859,"2017-05-22",8.962461968960032E+18,"Social","Not Socially Engaged",1,0
1,1497459473,1497459473,"2017-06-14",7.89425866284981E+18,"Social","Not Socially Engaged",1,0
1,1497511505,1497511505,"2017-06-15",7.19776736917709E+18,"Social","Not Socially Engaged",1,0
1,1497469811,1497469811,"2017-06-14",3.5775222356476273E+18,"Social","Not Socially Engaged",1,0
1,1497454410,1497454410,"2017-06-14",8.721685403911263E+18,"Social","Not Socially Engaged",1,0
1,1497505511,1497505511,"2017-06-14",8.669610929423023E+18,"Social","Not Socially Engaged",1,0
1,1500755499,1500755499,"2017-07-22",6.495634299480108E+17,"Social","Not Socially Engaged",1,0
1,1500396081,1500396081,"2017-07-18",5.697990446113692E+18,"Social","Not Socially Engaged",2,0
1,1499721802,1499721802,"2017-07-10",5.808894917541376E+18,"Organic Search","Not Socially Engaged",1,0
1,1501147851,1501147851,"2017-07-27",4.792982310533533E+18,"Direct","Not Socially Engaged",1,0
2,1495971028,1495971028,"2017-05-28",1.1868334155808932E+18,"Organic Search","Not Socially Engaged",1,0
12,1501414049,1501414049,"2017-07-30",8.345813109773723E+18,"Organic Search","Not Socially Engaged",1,0
2,1500918813,1500918813,"2017-07-24",9.276457235498713E+18,"Direct","Not Socially Engaged",1,0
1,1500177579,1500177579,"2017-07-15",9.807895745603547E+18,"Organic Search","Not Socially Engaged",1,0
1,1500967780,1500967780,"2017-07-25",8.825869332749061E+18,"Organic Search","Not Socially Engaged",1,0
1,1498230738,1498230738,"2017-06-23",6.580870721141798E+18,"Organic Search","Not Socially Engaged",1,0
3,1499864681,1499864681,"2017-07-12",3.581546390146626E+17,"Organic Search","Not Socially Engaged",1,0
1,1495651332,1495651332,"2017-05-24",2.840678918358838E+17,"Organic Search","Not Socially Engaged",1,0
1,1501007851,1501007851,"2017-07-25",9.100034031588144E+18,"Direct","Not Socially Engaged",1,0
1,1497939169,1497939169,"2017-06-19",3.6635321670514647E+18,"Direct","Not Socially Engaged",1,0
2,1499198610,1499198610,"2017-07-04",1.7681331205533074E+18,"Paid Search","Not Socially Engaged",1,0
4,1498769636,1498769636,"2017-06-29",5.979668618695843E+17,"Direct","Not Socially Engaged",1,0
1,1494872647,1494872647,"2017-05-15",3.1263895854263936E+18,"Organic Search","Not Socially Engaged",1,0
1,1494876250,1494876250,"2017-05-15",9.2214054056448E+16,"Organic Search","Not Socially Engaged",1,0
1,1494956914,1494956914,"2017-05-16",3.102255738025785E+17,"Organic Search","Not Socially Engaged",1,0
1,1494956889,1494956889,"2017-05-16",3.6359611105791206E+18,"Organic Search","Not Socially Engaged",1,0
1,1494935258,1494935258,"2017-05-16",4.5175419169647314E+18,"Organic Search","Not Socially Engaged",1,0
1,1494942439,1494942439,"2017-05-16",5.956875205814225E+18,"Organic Search","Not Socially Engaged",1,0
1,1494944935,1494944935,"2017-05-16",3.9221987671571226E+18,"Organic Search","Not Socially Engaged",1,0
6,1494967455,1494967455,"2017-05-16",8.569963896436695E+18,"Organic Search","Not Socially Engaged",1,0
1,1494887449,1494887449,"2017-05-15",2.973464578484655E+18,"Organic Search","Not Socially Engaged",1,0
1,1494977444,1494977444,"2017-05-16",7.106651515588962E+18,"Organic Search","Not Socially Engaged",1,0
1,1494953756,1494953756,"2017-05-16",2.624131748689654E+18,"Organic Search","Not Socially Engaged",1,0
1,1494979364,1494979364,"2017-05-16",5.713160605118762E+18,"Organic Search","Not Socially Engaged",1,0
1,1495030935,1495030935,"2017-05-17",9.993624548796696E+16,"Organic Search","Not Socially Engaged",1,0
32,1498138714,1498138714,"2017-06-22",4.731929753431037E+18,"Paid Search","Not Socially Engaged",1,0
1,1497994331,1497994331,"2017-06-20",5.206281513453779E+18,"Organic Search","Not Socially Engaged",1,0
1,1498064396,1498064396,"2017-06-21",6.824944901327395E+18,"Direct","Not Socially Engaged",1,0
2,1500311446,1500311446,"2017-07-17",6.928535086825864E+18,"Paid Search","Not Socially Engaged",1,0
1,1500543558,1500543558,"2017-07-20",1.2637936980271457E+18,"Direct","Not Socially Engaged",1,0
1,1494980565,1494980565,"2017-05-16",9.327764473736532E+18,"Direct","Not Socially Engaged",2,0
1,1495036163,1495036163,"2017-05-17",3.0153909056969083E+18,"Direct","Not Socially Engaged",2,0
1,1501467086,1501467086,"2017-07-30",4.79252094461476E+18,"Direct","Not Socially Engaged",2,0
1,1496081866,1496081866,"2017-05-29",7.836293053169455E+18,"Direct","Not Socially Engaged",2,16990000
4,1495139938,1495139938,"2017-05-18",8.234771459201868E+17,"Direct","Not Socially Engaged",1,19990000
6,1501595663,1501595663,"2017-08-01",1.5052363842953942E+17,"Direct","Not Socially Engaged",2,0
2,1495039389,1495039389,"2017-05-17",8.273359021586593E+18,"Organic Search","Not Socially Engaged",1,0
1,1500951909,1500951909,"2017-07-24",2.025674368269863E+18,"Paid Search","Not Socially Engaged",4,0
1,1501078934,1501078934,"2017-07-26",2.0533152542430495E+18,"Organic Search","Not Socially Engaged",5,0
1,1493995483,1493995483,"2017-05-05",2.2104518380859818E+17,"Referral","Not Socially Engaged",4,13990000
1,1495167353,1495167353,"2017-05-18",9.845552345710064E+18,"Direct","Not Socially Engaged",7,13290000
67,1495028674,1495028674,"2017-05-17",3.148617623907142E+18,"Social","Not Socially Engaged",1,0
1,1497560273,1497560273,"2017-06-15",4.7746551134211E+18,"Social","Not Socially Engaged",1,0
1,1497488523,1497488523,"2017-06-14",8.569301835165841E+18,"Social","Not Socially Engaged",1,0
1,1497476690,1497476690,"2017-06-14",1.7400760539225126E+17,"Social","Not Socially Engaged",1,0
1,1497471798,1497471798,"2017-06-14",4.894563077594251E+17,"Social","Not Socially Engaged",1,0
1,1497532461,1497532461,"2017-06-15",6.583632475091083E+18,"Social","Not Socially Engaged",1,0
1,1497462578,1497462578,"2017-06-14",4.0017575091996175E+18,"Social","Not Socially Engaged",1,0
1,1497530681,1497530681,"2017-06-15",3.3224980858091474E+18,"Social","Not Socially Engaged",1,0
1,1497481077,1497481077,"2017-06-14",2.0338479243080364E+18,"Social","Not Socially Engaged",1,0
1,1497453032,1497453032,"2017-06-14",1.4962433588445919E+18,"Social","Not Socially Engaged",1,0
1,1497231687,1497231687,"2017-06-11",5.76350553387599E+18,"Organic Search","Not Socially Engaged",1,0
1,1497460214,1497460214,"2017-06-14",6.210135875716913E+18,"Direct","Not Socially Engaged",1,0
1,1497458066,1497458066,"2017-06-14",5.2659005522033574E+17,"Direct","Not Socially Engaged",1,0
1,1496089544,1496089544,"2017-05-29",7.727770468241233E+17,"Organic Search","Not Socially Engaged",1,0
2,1499219760,1499219760,"2017-07-04",9.297721849374173E+18,"Organic Search","Not Socially Engaged",1,0
2,1498845768,1498845768,"2017-06-30",4.4625184927445274E+18,"Referral","Not Socially Engaged",1,0
2,1495328377,1495328377,"2017-05-20",4.659401876372264E+18,"Direct","Not Socially Engaged",1,0
1,1495302087,1495302087,"2017-05-20",5.09675791233275E+18,"Direct","Not Socially Engaged",1,0
1,1495373396,1495373396,"2017-05-21",5.556042294294987E+18,"Direct","Not Socially Engaged",1,0
1,1500074339,1500074339,"2017-07-14",1.4631374505224356E+18,"Organic Search","Not Socially Engaged",1,0
1,1500069787,1500069787,"2017-07-14",9.551777914012199E+18,"Organic Search","Not Socially Engaged",1,0
1,1498792849,1498792849,"2017-06-29",6.926705503060402E+18,"Direct","Not Socially Engaged",1,0
1,1499822321,1499822321,"2017-07-11",6.052806043231811E+18,"Organic Search","Not Socially Engaged",1,0
19,1493818888,1493818888,"2017-05-03",5.924844539125762E+18,"Organic Search","Not Socially Engaged",1,0
7,1500324601,1500324601,"2017-07-17",8.962871145185726E+18,"Organic Search","Not Socially Engaged",1,0
1,1494881127,1494881127,"2017-05-15",3.929239723135079E+18,"Direct","Not Socially Engaged",1,0
1,1500997289,1500997289,"2017-07-25",7.943048566099052E+18,"Organic Search","Not Socially Engaged",1,0
11,1497465471,1497465471,"2017-06-14",9.501779440932334E+18,"Referral","Not Socially Engaged",1,0
2,1500387335,1500387335,"2017-07-18",6.160531763932705E+18,"Direct","Not Socially Engaged",1,0
5,1497985482,1497985482,"2017-06-20",1.2592077145330788E+18,"Organic Search","Not Socially Engaged",1,0
7,1500390678,1500390678,"2017-07-18",2.6840762965303322E+17,"Paid Search","Not Socially Engaged",1,0
7,1497813143,1497813143,"2017-06-18",5.30074245337829E+18,"Organic Search","Not Socially Engaged",1,0
7,1499971070,1499971070,"2017-07-13",8.424398315190358E+18,"Organic Search","Not Socially Engaged",1,0
1,1494880240,1494880240,"2017-05-15",8.122243013013212E+18,"Direct","Not Socially Engaged",1,0
1,1494895378,1494895378,"2017-05-15",6.223557422241544E+18,"Organic Search","Not Socially Engaged",1,0
1,1494933373,1494933373,"2017-05-16",1.5065357874952707E+17,"Organic Search","Not Socially Engaged",1,0
1,1494945922,1494945922,"2017-05-16",1.7138723578518113E+18,"Organic Search","Not Socially Engaged",1,0
1,1494871620,1494871620,"2017-05-15",9.847872297914913E+18,"Organic Search","Not Socially Engaged",1,0
1,1494971381,1494971381,"2017-05-16",3.91644619794896E+17,"Direct","Not Socially Engaged",1,0
1,1497830502,1497830502,"2017-06-18",7.729932904663913E+17,"Organic Search","Not Socially Engaged",1,0
1,1495035303,1495035303,"2017-05-17",5.289141642644471E+18,"Organic Search","Not Socially Engaged",1,0
4,1495038461,1495038461,"2017-05-17",2.217705949984578E+18,"Organic Search","Not Socially Engaged",1,0
2,1497451421,1497451421,"2017-06-14",4.501373443180649E+18,"Direct","Not Socially Engaged",1,0
1,1493650615,1493650615,"2017-05-01",1.3896112014468954E+18,"Direct","Not Socially Engaged",1,0
6,1497324230,1497324230,"2017-06-12",4.769285843821582E+18,"Organic Search","Not Socially Engaged",1,0
1,1494990340,1494990340,"2017-05-16",3.854817230735476E+18,"Direct","Not Socially Engaged",2,0
1,1500725010,1500725010,"2017-07-22",8.398793589038213E+17,"Organic Search","Not Socially Engaged",2,0
1,1494975368,1494975368,"2017-05-16",3.431697962079092E+18,"Organic Search","Not Socially Engaged",2,0
1,1499363612,1499363612,"2017-07-06",1.0973309783828722E+18,"Direct","Not Socially Engaged",2,0
1,1498565033,1498565033,"2017-06-27",2.4935806443453635E+18,"Organic Search","Not Socially Engaged",2,0
1,1500452804,1500452804,"2017-07-19",9.032723807515734E+17,"Direct","Not Socially Engaged",2,0
1,1501082576,1501082576,"2017-07-26",3.903652657499581E+17,"Referral","Not Socially Engaged",2,0
1,1501082015,1501082015,"2017-07-26",7.662206594766153E+18,"Organic Search","Not Socially Engaged",2,0
2,1501051863,1501051863,"2017-07-25",2.315917450868065E+17,"Direct","Not Socially Engaged",2,0
1,1500930937,1500930937,"2017-07-24",4.2836720303682246E+17,"Direct","Not Socially Engaged",2,0
1,1495008384,1495008384,"2017-05-17",5.734421272107756E+18,"Direct","Not Socially Engaged",2,0
1,1501249583,1501249583,"2017-07-28",8.974772923568515E+18,"Organic Search","Not Socially Engaged",3,0
4,1501155266,1501155266,"2017-07-27",7.411635364998522E+18,"Organic Search","Not Socially Engaged",3,0
1,1500365343,1500365343,"2017-07-18",3.739318659802844E+18,"Referral","Not Socially Engaged",3,0
1,1501380585,1501380585,"2017-07-29",5.4328464991670906E+17,"Organic Search","Not Socially Engaged",4,0
1,1501563321,1501563321,"2017-07-31",5.309925218213347E+18,"Referral","Not Socially Engaged",5,0
1,1501583714,1501583714,"2017-08-01",9.353933615301706E+18,"Direct","Not Socially Engaged",5,0
2,1498081897,1498081897,"2017-06-21",8.201735691248103E+18,"Referral","Not Socially Engaged",7,13990000
1,1495340812,1495340812,"2017-05-20",1.739921591594075E+18,"Direct","Not Socially Engaged",6,6990000
11,1501005300,1501005300,"2017-07-25",1.0383960809290486E+18,"Referral","Not Socially Engaged",15,0
1,1497466813,1497466813,"2017-06-14",7.304023925530138E+16,"Social","Not Socially Engaged",1,0
1,1497496179,1497496179,"2017-06-14",9.65244380229026E+17,"Social","Not Socially Engaged",1,0
1,1497492762,1497492762,"2017-06-14",9.648518176890882E+18,"Social","Not Socially Engaged",1,0
1,1497551574,1497551574,"2017-06-15",2.484284615298735E+18,"Social","Not Socially Engaged",1,0
2,1497454458,1497454458,"2017-06-14",8.721685403911263E+18,"Social","Not Socially Engaged",1,0
1,1496611316,1496611316,"2017-06-04",3.5872836183868114E+18,"Social","Not Socially Engaged",1,0
1,1500264658,1500264658,"2017-07-16",4.770956040014439E+18,"Social","Not Socially Engaged",1,0
1,1500266677,1500266677,"2017-07-16",7.66553070570029E+18,"Social","Not Socially Engaged",1,0
1,1496245574,1496245574,"2017-05-31",6.202380013467003E+18,"Social","Not Socially Engaged",1,0
1,1500571973,1500571973,"2017-07-20",9.393060972684175E+18,"Social","Not Socially Engaged",3,0
2,1493921969,1493921969,"2017-05-04",4.643737170315845E+18,"Organic Search","Not Socially Engaged",1,0
1,1496092521,1496092521,"2017-05-29",1.5219779785619848E+18,"Organic Search","Not Socially Engaged",1,0
1,1501319991,1501319991,"2017-07-29",4.0770036884315346E+18,"Organic Search","Not Socially Engaged",1,0
1,1493836733,1493836733,"2017-05-03",7.356809570211729E+18,"Organic Search","Not Socially Engaged",1,0
1,1493937817,1493937817,"2017-05-04",6.262932563071833E+18,"Organic Search","Not Socially Engaged",1,0
1,1501608356,1501608356,"2017-08-01",1.2552959948857098E+18,"Organic Search","Not Socially Engaged",1,0
14,1497881046,1497881046,"2017-06-19",2.3389570543313946E+18,"Organic Search","Not Socially Engaged",1,0
1,1500552532,1500552532,"2017-07-20",8.278314333556954E+18,"Organic Search","Not Socially Engaged",1,0
1,1500228230,1500228230,"2017-07-16",1.914028362733918E+18,"Organic Search","Not Socially Engaged",1,0
1,1500633164,1500633164,"2017-07-21",5.504092877725624E+18,"Organic Search","Not Socially Engaged",1,0
1,1501636024,1501636024,"2017-08-01",1.8903112339930962E+18,"Organic Search","Not Socially Engaged",1,0
1,1501452241,1501452241,"2017-07-30",7.046925534765274E+18,"Organic Search","Not Socially Engaged",1,0
1,1500919055,1500919055,"2017-07-24",51449638444136384,"Organic Search","Not Socially Engaged",1,0
55,1495040536,1495040536,"2017-05-17",3.9376733800076667E+18,"Organic Search","Not Socially Engaged",1,0
1,1500379246,1500379246,"2017-07-18",6.242238652147681E+18,"Direct","Not Socially Engaged",1,0
1,1500920762,1500920762,"2017-07-24",6.602247681363036E+18,"Organic Search","Not Socially Engaged",1,0
1,1497293742,1497293742,"2017-06-12",8.517572292679748E+17,"Direct","Not Socially Engaged",1,0
1,1494966677,1494966677,"2017-05-16",5.579558870561675E+18,"Organic Search","Not Socially Engaged",1,0
2,1494871615,1494871615,"2017-05-15",7.356808745722424E+18,"Organic Search","Not Socially Engaged",1,0
1,1494912817,1494912817,"2017-05-15",2.9240616754211523E+18,"Organic Search","Not Socially Engaged",1,0
1,1494977824,1494977824,"2017-05-16",2.3523157201598377E+18,"Organic Search","Not Socially Engaged",1,0
1,1494941403,1494941403,"2017-05-16",9.852209959411157E+18,"Organic Search","Not Socially Engaged",1,0
1,1494940425,1494940425,"2017-05-16",8.713392326926729E+18,"Organic Search","Not Socially Engaged",1,0
1,1494930316,1494930316,"2017-05-16",1.1508742510135852E+18,"Organic Search","Not Socially Engaged",1,0
2,1494882281,1494882281,"2017-05-15",1.736256269160192E+18,"Organic Search","Not Socially Engaged",1,0
1,1494878827,1494878827,"2017-05-15",9.683532370137727E+18,"Direct","Not Socially Engaged",1,0
2,1493663705,1493663705,"2017-05-01",6.067799924530876E+18,"Referral","Not Socially Engaged",1,0
3,1494874385,1494874385,"2017-05-15",4.989867905187172E+16,"Organic Search","Not Socially Engaged",1,0
1,1494998905,1494998905,"2017-05-16",9.98095977948131E+18,"Organic Search","Not Socially Engaged",1,0
2,1494876576,1494876576,"2017-05-15",2.8699247301190113E+18,"Organic Search","Not Socially Engaged",1,0
2,1494874297,1494874297,"2017-05-15",7.081537092176136E+18,"Organic Search","Not Socially Engaged",1,0
2,1494946473,1494946473,"2017-05-16",6.546372456580325E+18,"Organic Search","Not Socially Engaged",1,0
2,1494877111,1494877111,"2017-05-15",5.381233358653403E+18,"Organic Search","Not Socially Engaged",1,0
1,1500567845,1500567845,"2017-07-20",9.069616337595676E+17,"Direct","Not Socially Engaged",1,0
2,1494886208,1494886208,"2017-05-15",6.048711294388634E+17,"Organic Search","Not Socially Engaged",1,0
1,1494970840,1494970840,"2017-05-16",3.4790920376591636E+18,"Organic Search","Not Socially Engaged",1,0
1,1494987715,1494987715,"2017-05-16",4.018897640744349E+18,"Organic Search","Not Socially Engaged",1,0
1,1494986070,1494986070,"2017-05-16",4.173489410195474E+18,"Organic Search","Not Socially Engaged",1,0
1,1495030909,1495030909,"2017-05-17",5.73169009264186E+18,"Organic Search","Not Socially Engaged",1,0
1,1495041802,1495041802,"2017-05-17",4.337308771855158E+18,"Organic Search","Not Socially Engaged",1,0
1,1495038321,1495038321,"2017-05-17",4.5335927011484805E+18,"Direct","Not Socially Engaged",1,0
2,1496328294,1496328294,"2017-06-01",4.120676485001282E+17,"Direct","Not Socially Engaged",1,0
