"visitnumber","visitid","visitstarttime","date","fullvisitorid","channelgrouping","socialengagementtype","pageviews","unit_price"
3,1494050927,1494050927,"2017-05-05",6.531967650277348E+18,"Social","Not Socially Engaged",1,0
1,1496001776,1496001776,"2017-05-28",8.473311053868679E+18,"Direct","Not Socially Engaged",1,0
1,1497502825,1497502825,"2017-06-14",8.014735355300894E+18,"Direct","Not Socially Engaged",1,0
1,1497485096,1497485096,"2017-06-14",5.512063234930552E+18,"Direct","Not Socially Engaged",1,0
5,1493729029,1493729029,"2017-05-02",5.605682238249802E+18,"Organic Search","Not Socially Engaged",1,0
1,1496260493,1496260493,"2017-05-31",7.085053493392857E+18,"Organic Search","Not Socially Engaged",1,0
14,1495981429,1495981429,"2017-05-28",4.710451593046097E+18,"Organic Search","Not Socially Engaged",1,0
1,1497653042,1497653042,"2017-06-16",3.3447943112094684E+18,"Direct","Not Socially Engaged",1,0
2,1496756782,1496756782,"2017-06-06",1.5695775698102106E+18,"Affiliates","Not Socially Engaged",1,0
3,1495669626,1495669626,"2017-05-24",5.516594442481331E+18,"Organic Search","Not Socially Engaged",1,0
3,1496346023,1496346023,"2017-06-01",5.366620475893676E+18,"Organic Search","Not Socially Engaged",1,0
1,1495301689,1495301689,"2017-05-20",6.228490422634124E+17,"Direct","Not Socially Engaged",1,0
1,1495393355,1495393355,"2017-05-21",8.947826086035519E+18,"Direct","Not Socially Engaged",1,0
1,1500557960,1500557960,"2017-07-20",1.6901420587161938E+18,"Organic Search","Not Socially Engaged",1,0
1,1500309066,1500309066,"2017-07-17",2.2282524279273864E+18,"Organic Search","Not Socially Engaged",1,0
1,1500376634,1500376634,"2017-07-18",5.91909426990474E+18,"Organic Search","Not Socially Engaged",1,0
1,1499921359,1499921359,"2017-07-12",1.2389391513785418E+18,"Organic Search","Not Socially Engaged",1,0
1,1497707775,1497707775,"2017-06-17",9.381595546232308E+18,"Organic Search","Not Socially Engaged",1,0
2,1500579651,1500579651,"2017-07-20",6.746578692918362E+18,"Direct","Not Socially Engaged",1,0
1,1494969823,1494969823,"2017-05-16",6.808622665198069E+18,"Direct","Not Socially Engaged",1,0
5,1495061434,1495061434,"2017-05-17",8.260098842117164E+17,"Organic Search","Not Socially Engaged",1,0
2,1496681795,1496681795,"2017-06-05",1.1110337609796283E+18,"Direct","Not Socially Engaged",1,0
2,1494927740,1494927740,"2017-05-16",7.259230717506386E+18,"Organic Search","Not Socially Engaged",1,0
1,1494919728,1494919728,"2017-05-16",3.525388953608115E+18,"Organic Search","Not Socially Engaged",1,0
1,1494880786,1494880786,"2017-05-15",4.006253671750786E+18,"Organic Search","Not Socially Engaged",1,0
1,1494979542,1494979542,"2017-05-16",9.20141880838459E+18,"Organic Search","Not Socially Engaged",1,0
3,1494878215,1494878215,"2017-05-15",7.853626339931752E+18,"Organic Search","Not Socially Engaged",1,0
1,1494875332,1494875332,"2017-05-15",4.730199987736105E+18,"Direct","Not Socially Engaged",1,0
3,1494871752,1494871752,"2017-05-15",9.451630182077028E+18,"Organic Search","Not Socially Engaged",1,0
2,1494972389,1494972389,"2017-05-16",8.069102013661489E+17,"Organic Search","Not Socially Engaged",1,0
1,1495008148,1495008148,"2017-05-17",4.976210947044368E+18,"Organic Search","Not Socially Engaged",1,0
1,1495032172,1495032172,"2017-05-17",1.9291970556295688E+18,"Organic Search","Not Socially Engaged",1,0
1,1495012565,1495012565,"2017-05-17",4.009533962184374E+18,"Organic Search","Not Socially Engaged",1,0
6,1495232527,1495232527,"2017-05-19",8.177398751080479E+18,"Direct","Not Socially Engaged",1,0
5,1495227560,1495227560,"2017-05-19",5.054967838682156E+18,"Referral","Not Socially Engaged",1,0
13,1497989136,1497989136,"2017-06-20",6.155108579278355E+18,"Referral","Not Socially Engaged",1,0
1,1497842355,1497842355,"2017-06-18",5.811237961195242E+18,"Organic Search","Not Socially Engaged",1,0
2,1501591396,1501591396,"2017-08-01",5.564308082606356E+17,"Referral","Not Socially Engaged",1,0
2,1494984596,1494984596,"2017-05-16",4.144330402792864E+17,"Organic Search","Not Socially Engaged",2,0
3,1499885544,1499885544,"2017-07-12",6.817084278637192E+18,"Referral","Not Socially Engaged",2,0
1,1500815203,1500815203,"2017-07-23",9.679361437345546E+18,"Organic Search","Not Socially Engaged",2,0
1,1501379637,1501379637,"2017-07-29",6.764967629802302E+18,"Organic Search","Not Socially Engaged",3,0
1,1500938935,1500938935,"2017-07-24",9.699225205264988E+18,"Organic Search","Not Socially Engaged",4,0
5,1498550528,1498550528,"2017-06-27",5.34296524987573E+18,"Referral","Not Socially Engaged",4,0
1,1496870569,1496870569,"2017-06-07",3.324943083878448E+17,"Referral","Not Socially Engaged",4,0
5,1501626082,1501626082,"2017-08-01",4.077052043839967E+18,"Referral","Not Socially Engaged",4,0
5,1497643288,1497643288,"2017-06-16",7.697210138804044E+18,"Referral","Not Socially Engaged",4,12310000
2,1496568509,1496568509,"2017-06-04",6.762028025687489E+18,"Affiliates","Not Socially Engaged",4,3500000
3,1498800073,1498800073,"2017-06-29",6.404082231225E+17,"Direct","Not Socially Engaged",6,9090000
2,1498837220,1498837220,"2017-06-30",9.637972825192704E+18,"Referral","Not Socially Engaged",8,12310000
1,1495382817,1495382817,"2017-05-21",4.948426279436876E+18,"Direct","Not Socially Engaged",11,0
1,1497524097,1497524097,"2017-06-15",8.463457443234676E+18,"Social","Not Socially Engaged",1,0
1,1497463556,1497463556,"2017-06-14",7.956652379872698E+18,"Social","Not Socially Engaged",1,0
1,1497520420,1497520420,"2017-06-15",8.097084283536451E+18,"Social","Not Socially Engaged",1,0
1,1497455859,1497455859,"2017-06-14",3.2951682786886483E+17,"Social","Not Socially Engaged",1,0
1,1499448175,1499448175,"2017-07-07",5.071351526513151E+18,"Social","Not Socially Engaged",3,0
1,1496101578,1496101578,"2017-05-29",6.763880604941352E+17,"Organic Search","Not Socially Engaged",1,0
2,1495719798,1495719798,"2017-05-25",5.445891302317943E+18,"Direct","Not Socially Engaged",1,0
1,1497500354,1497500354,"2017-06-14",1.5524189672244326E+18,"Direct","Not Socially Engaged",1,0
1,1497484890,1497484890,"2017-06-14",5.787768164994575E+17,"Direct","Not Socially Engaged",1,0
1,1497767526,1497767526,"2017-06-17",4.66361945608338E+18,"Direct","Not Socially Engaged",1,0
3,1496411001,1496411001,"2017-06-02",8.071931326032081E+18,"Referral","Not Socially Engaged",1,0
1,1493729424,1493729424,"2017-05-02",2.6856363840387937E+18,"Organic Search","Not Socially Engaged",1,0
13,1495910073,1495910073,"2017-05-27",4.710451593046097E+18,"Organic Search","Not Socially Engaged",1,0
12,1495482816,1495482816,"2017-05-22",2.69401447946183E+18,"Organic Search","Not Socially Engaged",1,0
2,1499207219,1499207219,"2017-07-04",4.582059098455513E+18,"Organic Search","Not Socially Engaged",1,0
1,1499387096,1499387096,"2017-07-06",3.300880787587547E+18,"Organic Search","Not Socially Engaged",1,0
2,1500089478,1500089478,"2017-07-14",8.217518647154565E+18,"Organic Search","Not Socially Engaged",1,0
1,1495304843,1495304843,"2017-05-20",9.130298346202365E+18,"Direct","Not Socially Engaged",1,0
1,1500181139,1500181139,"2017-07-15",6.904380997180466E+18,"Organic Search","Not Socially Engaged",1,0
1,1500343276,1500343276,"2017-07-17",6.573657044916926E+18,"Organic Search","Not Socially Engaged",1,0
1,1499040164,1499040164,"2017-07-02",6.870558390567603E+18,"Organic Search","Not Socially Engaged",1,0
1,1499166328,1499166328,"2017-07-04",9.613118621965015E+18,"Organic Search","Not Socially Engaged",1,0
3,1497297141,1497297141,"2017-06-12",9.198947521069024E+18,"Organic Search","Not Socially Engaged",1,0
2,1497028197,1497028197,"2017-06-09",9.649289779979696E+18,"Organic Search","Not Socially Engaged",1,0
1,1498760124,1498760124,"2017-06-29",8.924969330135384E+18,"Organic Search","Not Socially Engaged",1,0
8,1501290768,1501290768,"2017-07-28",6.896583334414425E+18,"Referral","Not Socially Engaged",1,0
17,1500742498,1500742498,"2017-07-22",3.3601106936703483E+18,"Organic Search","Not Socially Engaged",1,0
2,1500927072,1500927072,"2017-07-24",1.0317805641748036E+18,"Referral","Not Socially Engaged",1,0
1,1501136021,1501136021,"2017-07-26",4.341001463717001E+17,"Organic Search","Not Socially Engaged",1,0
1,1498603748,1498603748,"2017-06-27",4.813564647938346E+18,"Direct","Not Socially Engaged",1,0
6,1494518380,1494518380,"2017-05-11",4.90203226532564E+18,"Organic Search","Not Socially Engaged",1,0
2,1498758465,1498758465,"2017-06-29",9.101766387960645E+18,"Direct","Not Socially Engaged",1,0
1,1495665834,1495665834,"2017-05-24",4.716229028989771E+17,"Direct","Not Socially Engaged",1,0
1,1495215387,1495215387,"2017-05-19",1.973845094071277E+18,"Direct","Not Socially Engaged",1,0
2,1494966369,1494966369,"2017-05-16",3.0173922126700733E+18,"Organic Search","Not Socially Engaged",1,0
1,1494880325,1494880325,"2017-05-15",9.746689161346124E+18,"Organic Search","Not Socially Engaged",1,0
3,1494883938,1494883938,"2017-05-15",6.085954146475273E+18,"Organic Search","Not Socially Engaged",1,0
2,1494889207,1494889207,"2017-05-15",5.888046219317927E+18,"Direct","Not Socially Engaged",1,0
1,1494972373,1494972373,"2017-05-16",2.2361201642080646E+17,"Organic Search","Not Socially Engaged",1,0
2,1494946945,1494946945,"2017-05-16",3.5313718467693676E+18,"Organic Search","Not Socially Engaged",1,0
3,1494896616,1494896616,"2017-05-15",3.080031356657671E+17,"Organic Search","Not Socially Engaged",1,0
1,1494986806,1494986806,"2017-05-16",5.563980982787637E+18,"Direct","Not Socially Engaged",1,0
1,1494952795,1494952795,"2017-05-16",9.531718884445682E+18,"Organic Search","Not Socially Engaged",1,0
1,1494884629,1494884629,"2017-05-15",1.662937526130991E+18,"Organic Search","Not Socially Engaged",1,0
2,1495002235,1495002235,"2017-05-16",9.340159843455777E+18,"Organic Search","Not Socially Engaged",1,0
1,1494978794,1494978794,"2017-05-16",7.628057041472781E+17,"Organic Search","Not Socially Engaged",1,0
1,1494888095,1494888095,"2017-05-15",5.910842322235314E+18,"Organic Search","Not Socially Engaged",1,0
1,1494945384,1494945384,"2017-05-16",8.438181718659935E+18,"Organic Search","Not Socially Engaged",1,0
1,1494933571,1494933571,"2017-05-16",1.4673771319253489E+18,"Organic Search","Not Socially Engaged",1,0
3,1494971693,1494971693,"2017-05-16",6.371874553999361E+18,"Organic Search","Not Socially Engaged",1,0
2,1494933898,1494933898,"2017-05-16",2.853497008572246E+18,"Organic Search","Not Socially Engaged",1,0
1,1494925709,1494925709,"2017-05-16",5.852507154030397E+18,"Direct","Not Socially Engaged",1,0
1,1494977152,1494977152,"2017-05-16",5.617484191722314E+18,"Organic Search","Not Socially Engaged",1,0
2,1500638951,1500638951,"2017-07-21",9.069616337595676E+17,"Direct","Not Socially Engaged",1,0
1,1495049761,1495049761,"2017-05-17",4.3583881658076723E+18,"Direct","Not Socially Engaged",1,0
1,1495038995,1495038995,"2017-05-17",3.1594848436779986E+18,"Organic Search","Not Socially Engaged",1,0
1,1494145758,1494145758,"2017-05-07",5.78739694602635E+18,"Organic Search","Not Socially Engaged",1,0
1,1498052021,1498052021,"2017-06-21",6.472046949182833E+17,"Organic Search","Not Socially Engaged",1,0
4,1494448434,1494448434,"2017-05-10",6.573646484076234E+17,"Organic Search","Not Socially Engaged",1,0
1,1501447963,1501447963,"2017-07-30",5.718190163595753E+18,"Affiliates","Not Socially Engaged",2,0
2,1497861034,1497861034,"2017-06-19",2.4942609593132943E+18,"Paid Search","Not Socially Engaged",2,0
1,1494902643,1494902643,"2017-05-15",3.564467469491236E+18,"Direct","Not Socially Engaged",2,0
1,1497768155,1497768155,"2017-06-17",4.164339177981447E+18,"Direct","Not Socially Engaged",2,0
1,1494993772,1494993772,"2017-05-16",9.314114544375462E+17,"Direct","Not Socially Engaged",2,0
1,1495014350,1495014350,"2017-05-17",6.820629298634895E+17,"Direct","Not Socially Engaged",2,0
1,1494971675,1494971675,"2017-05-16",9.012745260910196E+18,"Organic Search","Not Socially Engaged",2,0
1,1494899961,1494899961,"2017-05-15",4.5569122656473155E+18,"Direct","Not Socially Engaged",2,0
3,1501108984,1501108984,"2017-07-26",9.407433619186119E+18,"Organic Search","Not Socially Engaged",2,0
9,1497891382,1497891382,"2017-06-19",3.691212547200086E+18,"Organic Search","Not Socially Engaged",3,0
1,1501562352,1501562352,"2017-07-31",9.100784361596416E+17,"Organic Search","Not Socially Engaged",4,0
1,1500834506,1500834506,"2017-07-23",4.723869266091118E+17,"Direct","Not Socially Engaged",4,0
1,1501223429,1501223429,"2017-07-27",5.545136719496522E+17,"Direct","Not Socially Engaged",5,0
7,1497068430,1497068430,"2017-06-09",4.996779389189708E+18,"Referral","Not Socially Engaged",5,0
1,1500414724,1500414724,"2017-07-18",2.345179211661395E+18,"Direct","Not Socially Engaged",6,16990000
2,1495741076,1495741076,"2017-05-25",1.4709566492940613E+18,"Direct","Not Socially Engaged",5,61590000
1,1493814112,1493814112,"2017-05-03",4.0933625429247E+18,"Social","Not Socially Engaged",1,0
1,1497469784,1497469784,"2017-06-14",6.051368481251548E+18,"Social","Not Socially Engaged",1,0
1,1497500308,1497500308,"2017-06-14",8.598495843347405E+18,"Social","Not Socially Engaged",1,0
1,1497491561,1497491561,"2017-06-14",3.8229129377429545E+18,"Social","Not Socially Engaged",1,0
1,1496780963,1496780963,"2017-06-06",5.730375633027622E+18,"Social","Not Socially Engaged",1,0
3,1499185387,1499185387,"2017-07-04",3.4631936587511096E+18,"Social","Not Socially Engaged",2,0
3,1497482946,1497482946,"2017-06-14",7.847395408087135E+17,"Organic Search","Not Socially Engaged",1,0
1,1495462049,1495462049,"2017-05-22",4.744553783880113E+18,"Organic Search","Not Socially Engaged",1,0
2,1497521664,1497521664,"2017-06-15",5.787768164994575E+17,"Direct","Not Socially Engaged",1,0
3,1497894712,1497894712,"2017-06-19",1.5524189672244326E+18,"Direct","Not Socially Engaged",1,0
1,1501422799,1501422799,"2017-07-30",7.61553894017403E+17,"Organic Search","Not Socially Engaged",1,0
1,1501148572,1501148572,"2017-07-27",4.4779670176515904E+17,"Direct","Not Socially Engaged",1,0
1,1495512757,1495512757,"2017-05-22",7.654494749310141E+18,"Organic Search","Not Socially Engaged",1,0
2,1499037961,1499037961,"2017-07-02",6.821816910838106E+17,"Organic Search","Not Socially Engaged",1,0
2,1498439560,1498439560,"2017-06-25",4.956606770860528E+18,"Organic Search","Not Socially Engaged",1,0
1,1501457340,1501457340,"2017-07-30",4.322421701356473E+18,"Organic Search","Not Socially Engaged",1,0
1,1497977683,1497977683,"2017-06-20",4.995133684572121E+18,"Direct","Not Socially Engaged",1,0
1,1498796624,1498796624,"2017-06-29",5.728257620653379E+18,"Organic Search","Not Socially Engaged",1,0
1,1497802505,1497802505,"2017-06-18",8.595836326537268E+18,"Organic Search","Not Socially Engaged",1,0
1,1500378054,1500378054,"2017-07-18",6.160531763932705E+18,"Direct","Not Socially Engaged",1,0
5,1494496437,1494496437,"2017-05-11",4.90203226532564E+18,"Organic Search","Not Socially Engaged",1,0
1,1498158699,1498158699,"2017-06-22",2.1436108308418893E+17,"Organic Search","Not Socially Engaged",1,0
1,1493989373,1493989373,"2017-05-05",3.7089512360841057E+18,"Organic Search","Not Socially Engaged",1,0
1,1493943480,1493943480,"2017-05-04",1.1110337609796283E+18,"Direct","Not Socially Engaged",1,0
2,1497835159,1497835159,"2017-06-18",7.729932904663913E+17,"Organic Search","Not Socially Engaged",1,0
1,1494923172,1494923172,"2017-05-16",9.683332068056704E+17,"Direct","Not Socially Engaged",1,0
1,1494979099,1494979099,"2017-05-16",8.31895819880468E+18,"Organic Search","Not Socially Engaged",1,0
1,1494950283,1494950283,"2017-05-16",8.705313533077512E+18,"Organic Search","Not Socially Engaged",1,0
1,1500567767,1500567767,"2017-07-20",1.7888172925155057E+18,"Direct","Not Socially Engaged",1,0
1,1493668521,1493668521,"2017-05-01",3.8812714224397496E+18,"Direct","Not Socially Engaged",1,0
2,1494892345,1494892345,"2017-05-15",2.3784846365747215E+18,"Organic Search","Not Socially Engaged",1,0
1,1494956403,1494956403,"2017-05-16",4.586250449250386E+18,"Organic Search","Not Socially Engaged",1,0
1,1494950074,1494950074,"2017-05-16",9.901082852167066E+18,"Organic Search","Not Socially Engaged",1,0
1,1494900483,1494900483,"2017-05-15",3.409104212992533E+18,"Organic Search","Not Socially Engaged",1,0
1,1494913527,1494913527,"2017-05-15",6.889835005218443E+18,"Organic Search","Not Socially Engaged",1,0
1,1494975204,1494975204,"2017-05-16",4.1883840650716247E+18,"Organic Search","Not Socially Engaged",1,0
1,1494893901,1494893901,"2017-05-15",7.614166191618327E+18,"Direct","Not Socially Engaged",1,0
1,1494983750,1494983750,"2017-05-16",8.074528624283066E+17,"Organic Search","Not Socially Engaged",1,0
2,1494956964,1494956964,"2017-05-16",1.7565845574599442E+18,"Organic Search","Not Socially Engaged",1,0
1,1494970849,1494970849,"2017-05-16",8.851735906907842E+18,"Organic Search","Not Socially Engaged",1,0
1,1494966049,1494966049,"2017-05-16",4.268741176771899E+18,"Organic Search","Not Socially Engaged",1,0
1,1494953143,1494953143,"2017-05-16",5.373962391739092E+18,"Organic Search","Not Socially Engaged",1,0
5,1494947835,1494947835,"2017-05-16",3.496558078720051E+18,"Organic Search","Not Socially Engaged",1,0
3,1494948375,1494948375,"2017-05-16",9.952985751740975E+18,"Organic Search","Not Socially Engaged",1,0
1,1495028005,1495028005,"2017-05-17",9.113932426968351E+18,"Organic Search","Not Socially Engaged",1,0
1,1495014947,1495014947,"2017-05-17",4.34419852972358E+18,"Organic Search","Not Socially Engaged",1,0
2,1501517746,1501517746,"2017-07-31",8.920675293263034E+18,"Paid Search","Not Socially Engaged",1,0
67,1500412870,1500412870,"2017-07-18",2.1081274673532465E+18,"Paid Search","Not Socially Engaged",1,0
